Shanghai,DOW,Y
731.16,1273.160034,8.45
733.4,1267.780029,8.45
705.43,1256.849976,8.45
706.63,1234.359985,8.45
697.17,1232.109985,8.46
698.81,1242.22998,8.46
699.1,1248.22998,8.45
692.39,1251.170044,8.45
679.61,1251.72998,8.45
678.02,1238.920044,8.45
685.33,1250.920044,8.45
681.49,1252.97998,8.45
687.55,1250.670044,8.45
683.59,1244.47998,8.45
682.3,1224.180054,8.45
677.91,1225.859985,8.45
663.13,1233.109985,8.45
653.98,1230.170044,8.45
652.85,1242.540039,8.45
643.86,1249.97998,8.45
640.67,1259.599976,8.45
620.47,1254.160034,8.45
636.66,1247.599976,8.45
625.21,1254.040039,8.45
666.68,1259.099976,8.45
680.23,1268.410034,8.45
653.37,1276.150024,8.45
667.94,1270.160034,8.45
672.47,1271.160034,8.45
673.48,1274.410034,8.45
677.84,1281.459961,8.45
675.88,1289.089966,8.45
660.88,1289.089966,8.45
649.59,1295.650024,8.44
645.06,1295.150024,8.44
647.87,1295.300049,8.44
639.88,1295.27002,8.44
653.81,1298.079956,8.44
646.89,1310.199951,8.44
640.76,1322.26001,8.44
626,1322.949951,8.44
610.3,1323.949951,8.44
613.13,1312.01001,8.44
602.12,1305.209961,8.43
597.84,1306.449951,8.43
588.85,1303.390015,8.43
587.94,1307.800049,8.43
593.64,1304.579956,8.42
571.72,1307.27002,8.4
571.24,1297.329956,8.38
553.46,1297.459961,8.36
547.57,1297.829956,8.35
555.77,1302.030029,8.34
553.11,1320.319946,8.33
562.59,1320.26001,8.32
533.72,1319.569946,8.3
532.49,1318.01001,8.29
533.75,1316.579956,8.3
553.36,1328.130005,8.31
541.37,1334.51001,8.31
548.84,1336.25,8.31
548.11,1346.630005,8.32
542.84,1346.25,8.32
538.37,1338.069946,8.32
533.76,1341.780029,8.32
534.96,1346.439941,8.33
541.14,1355.680054,8.33
594.63,1357.430054,8.33
589.13,1346.719971,8.32
558.43,1356.670044,8.32
561.27,1349.380005,8.32
549.26,1342.660034,8.32
556.96,1342.849976,8.32
560.85,1340.689941,8.32
577.22,1327.119995,8.32
616.3,1329.910034,8.32
632.96,1327.630005,8.32
620.81,1345.51001,8.32
605.59,1345.449951,8.32
586.29,1353.439941,8.32
586.23,1348.680054,8.32
588.24,1357.560059,8.32
572.6,1357.939941,8.32
579.88,1362.890015,8.32
593.52,1357.430054,8.32
585.45,1358,8.32
591.95,1356.98999,8.32
613.7,1370.880005,8.32
611.13,1386.800049,8.32
611.77,1385.400024,8.32
629.36,1385.910034,8.32
626.54,1396.5,8.32
637.14,1388.449951,8.32
630.93,1387.560059,8.32
646.91,1401.380005,8.32
656.65,1400.300049,8.32
660.16,1402.969971,8.32
649.7,1403.319946,8.32
659.06,1404.170044,8.32
673.72,1400.23999,8.32
667.39,1405,8.32
641.08,1411.280029,8.32
644.74,1401.449951,8.32
632.76,1395.869995,8.32
640.04,1400.5,8.32
631.26,1406.52002,8.32
625.52,1415.839966,8.32
631.5,1426.180054,8.32
645.2,1428.969971,8.32
635.99,1430.180054,8.32
619.73,1435.310059,8.32
619.84,1438.800049,8.32
601.83,1433.920044,8.32
573.3,1432.52002,8.3
579.93,1447.170044,8.32
579.05,1436.140015,8.32
580.38,1427.640015,8.32
571.2,1437.469971,8.32
574.17,1438.359985,8.32
571.51,1440.319946,8.32
578.5,1443.939941,8.33
565.14,1451.420044,8.33
568.06,1455.98999,8.32
584.84,1459.47998,8.32
582.04,1450.660034,8.33
578.85,1431.25,8.33
582.88,1427.189941,8.33
763.51,1442.98999,8.33
855.81,1455.609985,8.34
897.42,1453.699951,8.34
750.3,1448.689941,8.33
741.93,1436.140015,8.33
696.84,1442.160034,8.33
727.62,1470.319946,8.33
710.59,1469.689941,8.34
711,1459.030029,8.34
700.51,1469.689941,8.34
708.67,1471.079956,8.34
716.82,1468.160034,8.34
691.64,1462.079956,8.34
689.13,1453.069946,8.34
716.45,1463.910034,8.34
695.93,1483.069946,8.34
702.62,1482.560059,8.34
698.72,1483.699951,8.33
698.94,1486.48999,8.34
689.22,1502.410034,8.33
646.85,1500.130005,8.34
646.54,1500,8.34
638.96,1518.900024,8.34
640.65,1515.089966,8.34
651.81,1500.890015,8.34
644.47,1500.949951,8.34
650.14,1508.560059,8.34
653.4,1501.329956,8.34
649.93,1506.150024,8.34
647.64,1512.48999,8.34
643.92,1520.420044,8.34
630.58,1537.959961,8.34
613.18,1557.839966,8.34
620.62,1571.72998,8.33
636.02,1560.5,8.33
637.76,1572.869995,8.33
666.78,1574.439941,8.33
666.24,1566.689941,8.33
649.19,1571.880005,8.33
648.91,1557.209961,8.33
656.31,1536.140015,8.33
652.8,1545.810059,8.33
695.45,1549.719971,8.33
715.47,1556.119995,8.33
690.98,1570.660034,8.33
690.3,1568.170044,8.33
693.56,1583.859985,8.33
709.92,1577.650024,8.33
703.58,1574.890015,8.33
691.11,1570.599976,8.33
697.72,1561.119995,8.33
695.42,1567.849976,8.33
695.55,1567.459961,8.33
715.4,1568.040039,8.33
699.99,1567.589966,8.33
703.44,1561.26001,8.33
709.8,1552.619995,8.33
718.08,1545.099976,8.33
712.53,1556.650024,8.33
717.4,1555.910034,8.33
735.14,1556.75,8.33
744.99,1562.02002,8.33
776.13,1557.099976,8.33
751.48,1559.849976,8.33
767.66,1561.51001,8.33
769.45,1551.76001,8.33
757.43,1550.77002,8.33
739.06,1557.670044,8.33
739.85,1558.189941,8.33
729.89,1558.25,8.33
733.85,1553,8.33
727.58,1558.119995,8.33
725.62,1569.319946,8.33
722.08,1582.939941,8.33
715.73,1592.670044,8.32
723.87,1590.48999,8.33
728.84,1598.420044,8.33
737.89,1593.050049,8.34
739.53,1601.430054,8.34
753.75,1611.310059,8.34
753.84,1621.52002,8.34
751.08,1622.920044,8.34
775.44,1621.469971,8.34
763.69,1612.390015,8.34
763.18,1616.670044,8.34
758.13,1606.160034,8.34
755.93,1601.160034,8.34
757.4,1603.26001,8.34
736.74,1604.030029,8.34
726.14,1601.380005,8.34
731.17,1615.97998,8.34
730.01,1616.76001,8.34
723.34,1612.819946,8.34
728.86,1603.810059,8.34
708.46,1596.599976,8.34
711.19,1602.47998,8.34
722.43,1608.22998,8.34
717.79,1591.050049,8.34
724.88,1590.209961,8.34
719.96,1601.829956,8.34
706.29,1605.52002,8.34
708.63,1614.300049,8.34
710.89,1611.589966,8.34
704.4,1613.27002,8.34
702.98,1609.390015,8.34
701.34,1611.329956,8.34
702.4,1610.780029,8.34
716.83,1599.959961,8.33
702.79,1618.599976,8.33
726.29,1607.329956,8.33
723.09,1590.76001,8.33
723.57,1595.890015,8.33
760.41,1605.52002,8.33
731.46,1605.900024,8.33
722.37,1606.550049,8.33
722.78,1631.420044,8.33
717.31,1636.199951,8.33
723.39,1637.880005,8.33
721.7,1633.170044,8.33
727.78,1644.469971,8.33
736.15,1644.410034,8.33
729.69,1645.51001,8.34
711.61,1643.050049,8.34
711.2,1635.01001,8.34
708.75,1644.280029,8.34
688.7,1659.530029,8.34
688.87,1669.219971,8.34
692.2,1666.630005,8.34
682.44,1673.089966,8.34
676.19,1683.459961,8.34
674.74,1685.530029,8.34
678.42,1692.280029,8.34
663.32,1699.449951,8.34
658.37,1710.430054,8.34
659.37,1701.969971,8.34
645.03,1707.910034,8.35
652.57,1720.349976,8.35
641.59,1730.780029,8.35
641.13,1734.079956,8.35
633.81,1721.47998,8.35
634.92,1719.73999,8.35
637.22,1728.290039,8.35
628.43,1723.900024,8.35
631.84,1735.810059,8.35
636.78,1722.98999,8.35
619.25,1715.77002,8.35
629.45,1687.589966,8.35
613.8,1694.75,8.35
614.75,1687.27002,8.35
603.89,1681.930054,8.35
592.14,1680.680054,8.35
592.05,1682.790039,8.35
601.04,1683.780029,8.35
597.43,1680.939941,8.35
594.24,1693.209961,8.35
580.03,1711.47998,8.35
572.22,1722.890015,8.35
570.4,1715.469971,8.35
556.82,1712.209961,8.35
555.29,1712.339966,8.35
537.87,1688.459961,8.35
542.42,1655.550049,8.35
558.76,1665.709961,8.35
536.37,1662.910034,8.35
539.16,1657.699951,8.35
558.62,1668.469971,8.35
547.62,1665.22998,8.35
545.64,1670.709961,8.35
547.11,1686.51001,8.35
551.04,1697.51001,8.35
547.76,1693.709961,8.35
537.31,1706.469971,8.35
517.63,1696.959961,8.35
523.5,1705.209961,8.35
516.46,1710.890015,8.35
519.6,1725.23999,8.35
522.63,1739.77002,8.35
521.37,1740.23999,8.35
525.57,1737.72998,8.35
529.14,1743.73999,8.35
532.57,1764.089966,8.35
537.35,1771.160034,8.35
536.68,1786.530029,8.35
536.04,1788.02002,8.35
522.85,1800.839966,8.35
520.69,1804.01001,8.35
524.29,1802.089966,8.35
521.86,1792.640015,8.35
525.41,1782.660034,8.35
525.77,1768.790039,8.35
529.58,1790.660034,8.34
529.25,1821.920044,8.33
536.98,1821.290039,8.35
552.93,1800.670044,8.35
602.02,1793.109985,8.35
587.06,1778.040039,8.34
559.7,1774.23999,8.34
569.33,1790.199951,8.34
573.13,1815.380005,8.34
568.12,1819.939941,8.34
563.88,1814.050049,8.34
563.2,1813.859985,8.34
562.3,1764.689941,8.34
562.39,1800.180054,8.34
567.87,1797.599976,8.34
566.55,1800.709961,8.34
569.66,1814.650024,8.34
569.75,1808.369995,8.34
570.18,1843.530029,8.34
570.24,1847.579956,8.34
563.52,1839.48999,8.34
562.35,1832.650024,8.34
554.03,1837.300049,8.34
556.39,1832.189941,8.34
566.19,1834.939941,8.34
557.21,1821.23999,8.34
560.98,1828.410034,8.34
563.19,1814.140015,8.34
582.53,1826.609985,8.34
581.38,1835.900024,8.34
578.07,1842.930054,8.34
579.82,1847.050049,8.34
583.38,1815.27002,8.34
586.96,1811.719971,8.34
584.67,1788.26001,8.35
590.85,1779.109985,8.35
593.38,1788.069946,8.34
600.28,1810.359985,8.35
618.12,1824.689941,8.34
613.97,1816.400024,8.34
623.76,1821.839966,8.34
664.65,1815.140015,8.34
652.67,1822.170044,8.34
707.61,1822.22998,8.34
738.62,1816.459961,8.34
681.16,1815.72998,8.34
654.43,1819.910034,8.34
650.04,1820.640015,8.34
671.28,1822.959961,8.34
661.16,1824.890015,8.34
661.26,1804.060059,8.34
656.9,1794.829956,8.34
661.47,1790.319946,8.34
666.11,1778.109985,8.34
665.42,1792.380005,8.34
682.05,1796.290039,8.34
683.08,1810.290039,8.34
711.93,1833.939941,8.34
703.08,1842.939941,8.34
661.85,1850.829956,8.34
668.62,1849.189941,8.34
642.67,1863.119995,8.34
639.8,1874.680054,8.34
637.96,1875.469971,8.34
646.91,1890.51001,8.34
650.55,1881.900024,8.34
636.36,1882.109985,8.34
643.65,1866.01001,8.34
641.09,1856.719971,8.34
651.51,1856.050049,8.34
696.97,1842.349976,8.34
702.64,1839.810059,8.34
727.34,1849.27002,8.34
764.39,1859.650024,8.34
752.26,1853.579956,8.34
755.77,1854.5,8.34
768.68,1850.329956,8.34
777.27,1845.670044,8.33
752,1842.810059,8.33
793.56,1838.119995,8.33
796.91,1834.939941,8.33
793.59,1832.400024,8.33
796.11,1833.23999,8.33
793.34,1834.199951,8.33
780.65,1836.77002,8.33
801.46,1849.410034,8.33
806.46,1853.160034,8.33
804.25,1851.75,8.33
761.12,1838.26001,8.33
759.71,1843.089966,8.33
786.13,1843.550049,8.33
785.43,1866.650024,8.33
785.38,1861.560059,8.33
807.34,1856.119995,8.33
817.61,1814.810059,8.33
820.05,1801.219971,8.33
792.07,1811.920044,8.33
796.41,1811.420044,8.33
789.16,1786.420044,8.33
823.08,1788.400024,8.33
808.99,1739.040039,8.33
818.04,1730.339966,8.33
856.93,1742.780029,8.33
884.94,1763,8.33
871.47,1750.699951,8.33
887.6,1733.23999,8.33
868.16,1724.900024,8.33
845.12,1720.660034,8.33
855.42,1732.920044,8.33
836.93,1746.319946,8.33
822.48,1733.380005,8.33
835.11,1746.459961,8.33
838.88,1761.160034,8.33
853.19,1779.390015,8.33
862.22,1807.589966,8.33
867.27,1811.47998,8.33
876,1810.839966,8.33
871.6,1817.349976,8.33
886.05,1821.02002,8.33
874.8,1812.430054,8.33
871.64,1819.329956,8.33
865.83,1804.839966,8.33
853.87,1808.579956,8.33
835.62,1806.640015,8.33
822.44,1813.949951,8.33
833.61,1819.219971,8.33
818.2,1824.410034,8.33
803.69,1820.810059,8.33
773.07,1828.650024,8.33
787.47,1823.709961,8.33
796.84,1817.949951,8.33
788.73,1825.469971,8.33
809.94,1825.76001,8.33
804.78,1807.380005,8.33
800.22,1796.280029,8.33
812.01,1798.550049,8.33
814.38,1798.300049,8.33
801.23,1780.73999,8.33
793.59,1797.77002,8.33
764.45,1816.290039,8.33
769.25,1815.369995,8.33
757.09,1821.800049,8.33
779.07,1827.52002,8.33
778.29,1846.180054,8.33
776.48,1860.459961,8.33
760.76,1856.709961,8.33
769.1,1849.859985,8.33
805.54,1852.900024,8.33
851.99,1867.310059,8.33
849.92,1864.560059,8.33
835.18,1857.349976,8.33
854.66,1857.48999,8.33
875.52,1849.859985,8.33
865.49,1854.660034,8.33
863.46,1858.130005,8.33
864.66,1865.22998,8.33
877.61,1873.530029,8.33
874.01,1869.97998,8.33
904.1,1890.069946,8.33
909.89,1883.680054,8.33
940.79,1879.420044,8.33
937.29,1864.72998,8.33
933.88,1863.880005,8.33
952.32,1878.640015,8.33
939.93,1882.02002,8.33
964.39,1892.910034,8.33
976.47,1893.630005,8.32
1010.83,1903.640015,8.32
1007.91,1915.72998,8.32
1012.67,1913.72998,8.32
1022.86,1910.329956,8.32
1017.52,1912.150024,8.32
958.94,1899.709961,8.32
976.71,1900.209961,8.32
930.79,1887.910034,8.32
945.12,1894.420044,8.32
928.03,1892.160034,8.32
915.05,1909.689941,8.32
928.14,1908.930054,8.32
919.67,1918.880005,8.32
933.97,1928.069946,8.32
943,1952.910034,8.32
940.52,1964.209961,8.32
953.19,1966.959961,8.32
950.83,1977.48999,8.32
1004.69,1984.339966,8.32
1015.96,1983.400024,8.32
1014.92,1994.040039,8.32
940.77,2000.920044,8.32
951.83,2004.109985,8.33
976.55,2018.52002,8.33
967.59,2028.869995,8.33
980.38,2023.01001,8.33
992.64,2035.819946,8.33
1032.95,2059.179932,8.33
1134.52,2051.899902,8.33
1122.99,2043.140015,8.33
1169.92,2051.830078,8.33
1212.08,2051.610107,8.33
1212.89,2036.089966,8.33
1247.66,2034.5,8.33
1230.25,2039.280029,8.33
1244.9,2016.380005,8.33
1177.14,2039.939941,8.33
1110.04,2043.420044,8.33
1000.02,2024.869995,8.33
905.58,1991.400024,8.33
972.73,1992.439941,8.33
902.42,1977.290039,8.33
885.24,1988.819946,8.33
902.01,1997.459961,8.33
865.58,2030.709961,8.33
895.18,2038.910034,8.33
924.24,2034.219971,8.33
922.35,2042.310059,8.33
934.21,2053.389893,8.33
917.02,2058.780029,8.33
919.43,2053.97998,8.33
899.61,2025.829956,8.33
876.5,2015.040039,8.33
898.17,2041.51001,8.33
896.41,2042.689941,8.33
906.98,2058.070068,8.33
918.4,2046.75,8.33
929.52,2066.939941,8.33
907.85,2080.840088,8.32
916.72,2080.649902,8.32
915.01,2094.959961,8.32
919.85,2095.550049,8.32
933.28,2104.790039,8.32
929.11,2120.429932,8.32
942.44,2122.75,8.32
945.8,2136.51001,8.32
953.92,2135.689941,8.32
959.06,2115.580078,8.32
956.31,2097.399902,8.32
962.1,2084.02002,8.32
960.17,2079.060059,8.32
964.74,2097.320068,8.32
982.4,2117.280029,8.32
894.85,2112.330078,8.32
962.69,2115.810059,8.32
965.08,2119.719971,8.32
1017.13,2094.290039,8.32
1009.56,2101.310059,8.32
1017.96,2120.169922,8.32
1031.51,2107.159912,8.32
1025.3,2119.429932,8.32
1040.27,2146.929932,8.32
1063.05,2162.600098,8.32
1068.16,2154.100098,8.32
1052.15,2167.889893,8.32
1079.13,2156.23999,8.32
1077.72,2135.399902,8.32
1099.68,2139.23999,8.32
1109.73,2160.830078,8.32
1126.16,2163.560059,8.32
1117.28,2144.929932,8.32
1125.8,2126.820068,8.32
1158.48,2117.51001,8.32
1162.63,2138.649902,8.32
1161.27,2133.98999,8.32
1120.72,2158.909912,8.32
1167.17,2156.580078,8.32
1191.73,2171.879883,8.32
1197.84,2190.179932,8.32
1215.31,2189.370117,8.32
1214.26,2179.75,8.32
1202.67,2137.689941,8.32
1234.62,2153.72998,8.32
1241.03,2161.26001,8.32
1233.85,2151.540039,8.32
1246.03,2135.610107,8.32
1260.89,2122.820068,8.33
1276.41,2122.820068,8.32
1247.26,2145.840088,8.32
1286.85,2137.439941,8.32
1281.89,2142.189941,8.32
1278.53,2103.350098,8.32
1316.92,2061.439941,8.32
1324.96,2067.209961,8.32
1327.78,2046.459961,8.32
1323.37,2037.030029,8.32
1338.03,2056.469971,8.32
1362.08,2068.379883,8.32
1365.5,2077.879883,8.32
1378.84,2070.5,8.32
1380.28,2066.919922,8.32
1364.97,2023.910034,8.32
1352,2038.949951,8.32
1376.77,2074.399902,8.32
1393.75,2099.790039,8.32
1448.93,2101.22998,8.32
1482.99,2112.679932,8.3
1495.46,2099.719971,8.29
1405.18,2144.820068,8.29
1467.23,2151.48999,8.29
1500.4,2138.149902,8.32
1464.28,2118.139893,8.32
1379.22,2135.5,8.32
1417.67,2181.669922,8.32
1315.92,2191.370117,8.32
1344.61,2178.330078,8.32
1381.12,2216.01001,8.32
1354.88,2253.840088,8.32
1235.22,2252.469971,8.31
1254.27,2219.419922,8.32
1251.55,2234.659912,8.31
1281.74,2236.629883,8.32
1270.35,2268.370117,8.32
1263.35,2259.610107,8.32
1285.18,2260.139893,8.32
1336.28,2270.840088,8.32
1338.76,2244.560059,8.32
1361.19,2253.02002,8.32
1360.23,2275.709961,8.32
1275.3,2268.75,8.32
1274.92,2261.26001,8.32
1241.74,2286.860107,8.32
1220.39,2288.620117,8.32
1212.77,2279.77002,8.32
1243.98,2280.77002,8.32
1261.47,2284.139893,8.32
1245.93,2272.409912,8.32
1232.68,2277.98999,8.32
1230.74,2265.72998,8.32
1291.2,2278.070068,8.32
1283.49,2311.77002,8.32
1303.93,2313.040039,8.32
1297.59,2315.830078,8.32
1284.46,2324.679932,8.32
1250.27,2356.73999,8.32
1199.06,2383.389893,8.32
1150.62,2376.669922,8.32
1159.34,2376.909912,8.32
1096.82,2371.320068,8.32
1109.67,2383.840088,8.32
1120.84,2391.699951,8.31
1120.15,2348.879883,8.31
1154.79,2381.649902,8.31
1185.72,2365.810059,8.31
1200.11,2352.23999,8.31
1190.83,2365.72998,8.31
1197.23,2360.26001,8.31
1209.86,2378.820068,8.31
1193.53,2406.23999,8.31
1208.25,2429.209961,8.31
1198.86,2423.820068,8.31
1174.22,2446.219971,8.31
1170.86,2418.919922,8.31
1141.78,2430.139893,8.31
1153.23,2437.76001,8.31
1179.42,2434.580078,8.31
1189.76,2453.340088,8.31
1192.83,2479.219971,8.31
1200.33,2465.889893,8.31
1196.27,2434.540039,8.31
1171.94,2434.169922,8.31
1199.24,2481.560059,8.31
1206.05,2487.610107,8.31
1184.08,2491.469971,8.31
1146.81,2493,8.31
1120.13,2493.97998,8.31
1168.11,2514.679932,8.31
1143.06,2538.159912,8.31
1134.63,2538.860107,8.31
1132.9,2520.719971,8.31
1144.64,2526.810059,8.31
1164.55,2528.909912,8.31
1171.83,2547.290039,8.31
1184.1,2529.219971,8.31
1194.04,2483.050049,8.31
1198.51,2492.330078,8.31
1213.89,2468.76001,8.31
1221.06,2461.120117,8.31
1229.87,2459.429932,8.31
1226.3,2403.860107,8.31
1240.82,2428.050049,8.31
1251.3,2452.899902,8.31
1251.55,2484.159912,8.31
1255.23,2456.969971,8.31
1231.03,2459.929932,8.31
1256.04,2456.52002,8.31
1242.71,2436.800049,8.31
1208.7,2436.530029,8.31
1179.29,2411.909912,8.31
1187.22,2397.25,8.31
1167.56,2462.679932,8.31
1172.37,2474.959961,8.31
1184.52,2467.360107,8.31
1103.97,2460.090088,8.31
1041.96,2479.850098,8.31
1110.01,2480.870117,8.31
1117.01,2457.709961,8.31
1109.63,2448.469971,8.31
1084.07,2471.590088,8.31
1097.38,2477.629883,8.31
1098.9,2523.830078,8.31
1102.57,2521.290039,8.31
1134.87,2535.669922,8.31
1122.47,2546.51001,8.31
1130.79,2556.340088,8.31
1119.82,2541.77002,8.31
1117.93,2532.540039,8.3
1125.78,2513.75,8.31
1150.31,2532.919922,8.31
1176.49,2552.570068,8.31
1187.37,2539.530029,8.31
1191.87,2560.699951,8.31
1177.52,2574.120117,8.31
1173.36,2569.540039,8.31
1178.31,2593,8.31
1235.83,2616.330078,8.31
1177.92,2591.47998,8.31
1184.09,2584.409912,8.31
1174.85,2580.98999,8.31
1180.39,2593.27002,8.31
1180.85,2605.850098,8.31
1184.7,2610.070068,8.31
1194.04,2578.790039,8.31
1181.12,2547.070068,8.28
1195.14,2571.810059,8.31
1185.78,2620.840088,8.31
1186.63,2616.280029,8.31
1174.19,2560.860107,8.31
1185.02,2527,8.29
1197.83,2358.51001,8.31
1191.33,2445.169922,8.31
1183.35,2458.570068,8.31
1181.63,2424.439941,8.31
1172.43,2446.679932,8.31
1158.56,2509.030029,8.31
1124.94,2510.840088,8.31
1125.53,2512.389893,8.31
1143.82,2508.899902,8.31
1122.52,2482.959961,8.31
1139.63,2469.689941,8.31
1133.09,2474.600098,8.31
1130.17,2430.689941,8.31
1122.55,2441.26001,8.31
1135.87,2468.330078,8.31
1136.2,2508.550049,8.31
1139.32,2487.709961,8.31
1148.17,2500.570068,8.32
1157.84,2544.27002,8.31
1159.17,2558.959961,8.31
1153.84,2527.909912,8.31
1168.03,2542.75,8.31
1174.8,2546.48999,8.31
1146.52,2555.600098,8.28
1154.17,2612.669922,8.31
1160.77,2612.540039,8.31
1169.01,2613.810059,8.31
1171.25,2620.300049,8.31
1169.66,2641.139893,8.31
1181.28,2643.370117,8.31
1191.92,2631.120117,8.31
1186.61,2618.300049,8.31
1181.14,2571.72998,8.31
1194.1,2571.689941,8.31
1220.47,2598.810059,8.28
1233.62,2604.429932,8.31
1244.07,2599.159912,8.31
1237.16,2563.800049,8.28
1239.9,2539.919922,8.31
1226.97,2557.159912,8.31
1167.65,2529.899902,8.31
1202.21,2517.790039,8.31
1215.43,2520.939941,8.31
1213.96,2548.040039,8.31
1213.13,2597.300049,8.31
1203.71,2607.370117,8.31
1200.2,2611.149902,8.31
1204.43,2613.75,8.31
1222.91,2600.780029,8.31
1248.04,2609,8.31
1236.51,2584.820068,8.31
1250.24,2518.419922,8.31
1246.3,2544.22998,8.28
1245.91,2565.379883,8.28
1236.24,2568.5,8.31
1238.5,2549.27002,8.31
1229.83,2575.100098,8.31
1232.58,2617.090088,8.28
1226.02,2597.610107,8.31
1208.6,2580.600098,8.31
1208.22,2556.850098,8.31
1194.67,2557.780029,8.31
1206.67,2570.449951,8.31
1206.53,2608.169922,8.31
1188.31,2625.01001,8.31
1201.79,2604.800049,8.31
1213.25,2654.840088,8.31
1207.54,2670.129883,8.31
1206.45,2664.370117,8.31
1200.83,2661.449951,8.31
1199.83,2684.800049,8.31
1190.04,2694.780029,8.31
1178.97,2723.629883,8.31
1184.96,2727.620117,8.31
1188.48,2760.169922,8.31
1202.84,2750.580078,8.31
1193.91,2764.149902,8.31
1188.71,2765.830078,8.31
1187.5,2743.100098,8.31
1179.87,2740.389893,8.31
1194.02,2748.310059,8.31
1191.55,2721.850098,8.31
1188.87,2745.090088,8.31
1223.57,2743.870117,8.31
1249.43,2746.25,8.31
1243.02,2749.26001,8.31
1254.96,2773.26001,8.31
1269.02,2762.330078,8.31
1286.08,2735.550049,8.31
1306.38,2775.949951,8.31
1303.14,2782.840088,8.31
1322.79,2809.449951,8.31
1297.22,2813.300049,8.31
1311.51,2813.409912,8.31
1318.75,2804.449951,8.31
1313.72,2845.590088,8.31
1324.71,2857.370117,8.31
1316.25,2858.219971,8.31
1298.11,2866.280029,8.31
1296.01,2884.77002,8.31
1305.22,2852.27002,8.31
1332.18,2874,8.31
1324.56,2864.23999,8.31
1315.17,2855.330078,8.31
1310.38,2842.600098,8.31
1332.99,2835.860107,8.31
1332.5,2863.840088,8.31
1343.45,2876.969971,8.31
1352.93,2915.679932,8.31
1352.52,2918.209961,8.31
1348.41,2915.600098,8.31
1327.87,2885.310059,8.31
1357.6,2862.820068,8.31
1354.61,2891.25,8.31
1349.65,2895.639893,8.31
1369.26,2925.129883,8.31
1367.13,2951.649902,8.31
1368.09,2939.590088,8.31
1368.18,2960.790039,8.31
1362.29,2948.280029,8.31
1357.43,2960.610107,8.31
1366.66,2954.800049,8.31
1375.82,2931.689941,8.31
1389.37,2897.25,8.31
1390.42,2839.939941,8.31
1399.54,2837.189941,8.31
1397.89,2858.879883,8.31
1411.21,2892.27002,8.31
1415.58,2900.070068,8.31
1413.08,2912.850098,8.31
1420,2893.23999,8.31
1406.3,2857.189941,8.31
1408.61,2842.51001,8.31
1403.73,2867.429932,8.31
1369.65,2869.699951,8.31
1368.3,2879.810059,8.31
1347.68,2896.620117,8.31
1383.39,2891.560059,8.31
1365.34,2870.850098,8.31
1348.59,2848.320068,8.31
1348.94,2845.929932,8.31
1370.68,2880.209961,8.31
1392.88,2867.610107,8.31
1399.36,2866.189941,8.31
1397.96,2830.850098,8.31
1401.74,2816.570068,8.31
1382.04,2828.810059,8.31
1385.62,2824.590088,8.31
1361.43,2821.850098,8.31
1339.2,2812.47998,8.31
1316.44,2802.830078,8.31
1331.65,2817.070068,8.31
1335.12,2856.090088,8.31
1315.28,2868.5,8.31
1324.4,2887.620117,8.31
1338.98,2871.209961,8.31
1343.23,2834.830078,8.31
1360.62,2833.820068,8.31
1358.81,2784.27002,8.31
1336.56,2794.840088,8.31
1335.47,2827.639893,8.31
1325.63,2817.73999,8.28
1314.71,2810.280029,8.28
1287.07,2806.550049,8.28
1313.01,2826.060059,8.28
1299.15,2847.23999,8.28
1316.27,2850.070068,8.28
1326.82,2855.590088,8.28
1321.9,2880.600098,8.28
1317.95,2877.810059,8.28
1311.94,2904.820068,8.28
1315.3,2898.22998,8.28
1316.92,2923.879883,8.28
1302.1,2921.209961,8.28
1293.46,2938.060059,8.28
1307.44,2920.75,8.28
1294.16,2920.22998,8.28
1271.07,2917.560059,8.28
1234.58,2959.27002,8.28
1207.67,2941.120117,8.28
1190.55,2955.219971,8.28
1204.18,2947.399902,8.28
1168.03,2937.600098,8.28
1070.41,2903.389893,8.28
1071.3,2896.02002,8.28
1126.08,2843.419922,8.28
1149.91,2831.47998,8.28
1177.62,2851.159912,8.28
1178.55,2822.449951,8.28
1179.07,2800.439941,8.28
1160.29,2835.820068,8.28
1145.22,2786.060059,8.28
1129.72,2763.790039,8.28
1150.22,2673.840088,8.28
1143.12,2686.840088,8.28
1136.89,2692.070068,8.28
1147.2,2702.280029,8.28
1163.53,2693.459961,8.28
1178.38,2659.25,8.28
1167.6,2697.159912,8.28
1190.68,2658.449951,8.28
1213.67,2649.209961,8.28
1218.01,2691.580078,8.28
1239.61,2733.389893,8.28
1230.13,2716.070068,8.28
1252.14,2697.350098,8.28
1233.7,2674.120117,8.28
1207,2686.689941,8.28
1222.38,2696.23999,8.28
1222.63,2664.939941,8.28
1229.86,2569.409912,8.28
1199.06,2551.580078,8.28
1221.58,2432.280029,8.28
1230.21,2485.27002,8.28
1231.75,2457.52002,8.28
1242.9,2421.550049,8.28
1234.78,2411,8.28
1217.46,2518.22998,8.28
1213.79,2479.189941,8.28
1228.71,2420.199951,8.28
1236.93,2469.120117,8.28
1247.15,2532.23999,8.28
1244.07,2565.620117,8.28
1240.6,2586.429932,8.28
1254.81,2529.5,8.28
1250.97,2536.080078,8.28
1246.24,2540.780029,8.28
1243.64,2551.850098,8.28
1207.83,2617.610107,8.28
1216.09,2567.01001,8.28
