Shanghai,P Change,Dow,P Change,Y,
621.5,-0.145293644,1313.030029,-0.004944307,8.54,0
739.56,0.159635459,1311.810059,0.000929126,8.53,-0.001172333
689.31,-0.072898986,1301.810059,0.007623055,8.53,0
689.66,0.000507496,1299.73999,0.001590147,8.53,0
665.88,-0.03571214,1297.119995,0.002015784,8.53,0
693.02,0.039161929,1304.680054,-0.005828342,8.53,0
725.04,0.044163081,1322.530029,-0.013681496,8.53,0
748.56,0.031420327,1317.540039,0.003773064,8.53,0
713.85,-0.04862366,1332.589966,-0.011422747,8.53,0
681.8,-0.04700792,1339.599976,-0.00526044,8.53,0
714.61,0.045913155,1345.329956,-0.004277381,8.53,0
705.71,-0.012611413,1346.72998,-0.001040655,8.53,0
722.23,0.0228736,1338.930054,0.005791752,8.53,0
707.41,-0.020949661,1333.439941,0.004100373,8.53,0
710.68,0.004601227,1334.25,-0.000607496,8.52,-0.001173709
756.2,0.060195715,1329.089966,0.003867367,8.52,0
785.33,0.037092687,1332.449951,-0.002528034,8.52,0
790.19,0.00615042,1317.26001,0.011400009,8.52,0
830.18,0.048170276,1308.119995,0.006938657,8.51,-0.001175088
940.62,0.11741192,1311.72998,-0.002759674,8.51,0
1004.92,0.063985193,1315.329956,-0.002744449,8.51,0
931.57,-0.078738044,1327.589966,-0.009320863,8.5,-0.001176471
972.84,0.042422187,1318.689941,0.006703896,8.5,0
962.53,-0.010711354,1316.390015,0.001744099,8.5,0
1019.97,0.056315382,1292.060059,0.018482331,8.49,-0.001177856
1033.47,0.013062788,1285.400024,0.005154586,8.49,0
974.86,-0.060121453,1284.469971,0.000723551,8.48,-0.001179245
972.54,-0.002385506,1281.47998,0.002327801,8.48,0
978.99,0.006588423,1284.530029,-0.002380099,8.47,-0.001180638
927.62,-0.05537828,1287.699951,-0.002467768,8.47,0
914.39,-0.014468662,1292.75,-0.003921759,8.47,0
969.02,0.056376545,1284.339966,0.006505538,8.46,-0.001182033
918.44,-0.055071643,1285.780029,-0.001121248,8.46,0
867.65,-0.058537429,1284.150024,0.001267717,8.46,0
880.69,0.014806572,1266.660034,0.013619896,8.46,0
870.15,-0.012112854,1259.219971,0.005873765,8.46,0
912.38,0.046285539,1255.540039,0.00292239,8.46,0
839.37,-0.086981903,1261.849976,-0.005025676,8.46,0
791.15,-0.060949251,1272.410034,-0.008368711,8.46,0
706.42,-0.11994281,1288.900024,-0.012959651,8.46,0
660.5,-0.069523089,1290.150024,-0.000969819,8.46,0
738.03,0.10504993,1294.02002,-0.002999648,8.46,0
698.93,-0.055942655,1300.709961,-0.00516989,8.46,0
705.07,0.008708355,1302.390015,-0.001291644,8.46,0
711.01,0.008354313,1301.77002,0.000476044,8.46,0
635.38,-0.119031131,1311.699951,-0.007628022,8.46,0
663.75,0.042741996,1302.329956,0.007143398,8.46,0
616.34,-0.076921829,1295.459961,0.005275157,8.46,0
624.52,0.013098059,1279.969971,0.011957135,8.46,0
652.89,0.043452955,1278.839966,0.000882837,8.46,0
718.99,0.091934519,1276.969971,0.001462259,8.46,0
712.71,-0.008811438,1289.589966,-0.009882766,8.46,0
785.85,0.093071197,1314.329956,-0.019184385,8.46,0
744.49,-0.055554809,1307.27002,0.00537151,8.46,0
686.31,-0.084772187,1296.02002,0.00860572,8.46,0
703.67,0.024670655,1289.77002,0.004822456,8.46,0
677.4,-0.038780632,1292.27002,-0.00193833,8.46,0
654.98,-0.034230053,1277.719971,0.011259295,8.46,0
673.79,0.02791671,1277.030029,0.000539979,8.46,0
667.87,-0.008864,1281.589966,-0.003570736,8.46,0
717.36,0.068989071,1278.650024,0.00229398,8.46,0
666.78,-0.075857104,1275.900024,0.002150706,8.46,0
674.68,0.011709255,1268.349976,0.005917429,8.46,0
709.69,0.049331398,1277.089966,-0.006890835,8.46,0
723.91,0.019643326,1276.339966,0.000587273,8.45,-0.001183432
711.68,-0.01718469,1279.469971,-0.002452329,8.45,0
731.16,0.026642595,1273.160034,0.00493168,8.45,0
733.4,0.003054268,1267.780029,0.00422571,8.45,0
705.43,-0.039649575,1256.849976,0.008621411,8.45,0
706.63,0.001698201,1234.359985,0.017893934,8.45,0
697.17,-0.013569144,1232.109985,0.001822807,8.45,0
698.81,0.002346847,1242.22998,-0.008213548,8.46,0.001182033
699.1,0.000414819,1248.22998,-0.004830024,8.46,0
692.39,-0.00969107,1251.170044,-0.002355386,8.45,-0.001183432
679.61,-0.018804903,1251.72998,-0.00044753,8.45,0
678.02,-0.002345064,1238.920044,0.010233785,8.45,0
685.33,0.010666394,1250.920044,-0.009685855,8.45,0
681.49,-0.005634712,1252.97998,-0.001646737,8.45,0
687.55,0.008813904,1250.670044,0.001843554,8.45,0
683.59,-0.005792946,1244.47998,0.004949398,8.45,0
682.3,-0.001890664,1224.180054,0.016311975,8.45,0
677.91,-0.006475786,1225.859985,-0.001372291,8.45,0
663.13,-0.022288239,1233.109985,-0.005914215,8.45,0
653.98,-0.013991254,1230.170044,0.002384168,8.45,0
652.85,-0.001730872,1242.540039,-0.010055516,8.45,0
643.86,-0.013962663,1249.97998,-0.005987687,8.45,0
640.67,-0.004979162,1259.599976,-0.00769612,8.45,0
620.47,-0.032555966,1254.160034,0.004318785,8.45,0
636.66,0.025429586,1247.599976,0.005230639,8.45,0
625.21,-0.018313847,1254.040039,-0.005161961,8.45,0
666.68,0.062203756,1259.099976,-0.004034909,8.45,0
680.23,0.019919733,1268.410034,-0.007394217,8.45,0
653.37,-0.041109938,1276.150024,-0.00610212,8.45,0
667.94,0.021813337,1270.160034,0.004693798,8.45,0
672.47,0.00673636,1271.160034,-0.000787302,8.45,0
673.48,0.001499673,1274.410034,-0.00255672,8.45,0
677.84,0.006432196,1281.459961,-0.005531914,8.45,0
675.88,-0.002899923,1289.089966,-0.00595415,8.45,0
660.88,-0.02269701,1289.089966,0,8.45,0
649.59,-0.017380194,1295.650024,-0.005088906,8.45,0
645.06,-0.007022603,1295.150024,0.000385907,8.44,-0.001184834
647.87,0.00433729,1295.300049,-0.000115836,8.44,0
639.88,-0.012486716,1295.27002,2.3183E-05,8.44,0
653.81,0.021305884,1298.079956,-0.002169382,8.44,0
646.89,-0.010697336,1310.199951,-0.009336863,8.44,0
640.76,-0.009566764,1322.26001,-0.009204747,8.44,0
626,-0.023578275,1322.949951,-0.000521789,8.44,0
610.3,-0.025725053,1323.949951,-0.000755886,8.44,0
613.13,0.004615661,1312.01001,0.009018423,8.44,0
602.12,-0.018285392,1305.209961,0.005182925,8.44,0
597.84,-0.007159106,1306.449951,-0.000950031,8.43,-0.00118624
588.85,-0.015267046,1303.390015,0.002342176,8.43,0
587.94,-0.001547777,1307.800049,-0.003383511,8.43,0
593.64,0.009601779,1304.579956,0.002462221,8.43,0
571.72,-0.038340446,1307.27002,-0.002062015,8.42,-0.001187648
571.24,-0.000840277,1297.329956,0.007603681,8.4,-0.002380952
553.46,-0.032125176,1297.459961,-0.00010021,8.38,-0.002386635
547.57,-0.010756616,1297.829956,-0.000285169,8.36,-0.002392344
555.77,0.014754305,1302.030029,-0.003236228,8.35,-0.001197605
553.11,-0.00480917,1320.319946,-0.014047231,8.34,-0.001199041
562.59,0.016850637,1320.26001,4.53951E-05,8.33,-0.00120048
533.72,-0.054092033,1319.569946,0.000522673,8.32,-0.001201923
532.49,-0.002309903,1318.01001,0.001182155,8.3,-0.002409639
533.75,0.002360656,1316.579956,0.00108501,8.29,-0.001206273
553.36,0.035438051,1328.130005,-0.008772767,8.3,0.001204819
541.37,-0.022147515,1334.51001,-0.00480375,8.31,0.001203369
548.84,0.013610524,1336.25,-0.001303842,8.31,0
548.11,-0.001331849,1346.630005,-0.007768011,8.31,0
542.84,-0.009708201,1346.25,0.00028219,8.32,0.001201923
538.37,-0.00830284,1338.069946,0.006076178,8.32,0
533.76,-0.008636841,1341.780029,-0.002772712,8.32,0
534.96,0.002243158,1346.439941,-0.003472933,8.32,0
541.14,0.011420335,1355.680054,-0.006862625,8.33,0.00120048
594.63,0.089955098,1357.430054,-0.001290865,8.33,0
589.13,-0.0093358,1346.719971,0.00788997,8.33,0
558.43,-0.054975556,1356.670044,-0.007388376,8.32,-0.001201923
561.27,0.005059953,1349.380005,0.00537348,8.32,0
549.26,-0.021865783,1342.660034,0.004980043,8.32,0
556.96,0.01382505,1342.849976,-0.000141467,8.32,0
560.85,0.006935901,1340.689941,0.001608545,8.32,0
577.22,0.028360071,1327.119995,0.010121614,8.32,0
616.3,0.063410677,1329.910034,-0.002102326,8.32,0
632.96,0.026320779,1327.630005,0.001714423,8.32,0
620.81,-0.019571205,1345.51001,-0.013467611,8.32,0
605.59,-0.025132515,1345.449951,4.46366E-05,8.32,0
586.29,-0.032918863,1353.439941,-0.005938526,8.32,0
586.23,-0.000102349,1348.680054,0.003516881,8.32,0
588.24,0.003416973,1357.560059,-0.006584219,8.32,0
572.6,-0.027314006,1357.939941,-0.000279827,8.32,0
579.88,0.012554322,1362.890015,-0.003645282,8.32,0
593.52,0.022981534,1357.430054,0.004006164,8.32,0
585.45,-0.013784269,1358,-0.000419871,8.32,0
591.95,0.010980657,1356.98999,0.000743748,8.32,0
613.7,0.035440769,1370.880005,-0.010235901,8.32,0
611.13,-0.004205325,1386.800049,-0.011613011,8.32,0
611.77,0.001046145,1385.400024,0.001009536,8.32,0
629.36,0.027949028,1385.910034,-0.000368132,8.32,0
626.54,-0.00450091,1396.5,-0.007641164,8.32,0
637.14,0.016636846,1388.449951,0.005764446,8.32,0
630.93,-0.009842613,1387.560059,0.000640925,8.32,0
646.91,0.024702045,1401.380005,-0.00995989,8.32,0
656.65,0.014832864,1400.300049,0.000770638,8.32,0
660.16,0.005316893,1402.969971,-0.001906679,8.32,0
649.7,-0.016099738,1403.319946,-0.000249453,8.32,0
659.06,0.014202045,1404.170044,-0.000605776,8.32,0
673.72,0.021759782,1400.23999,0.002798845,8.32,0
667.39,-0.009484709,1405,-0.003399424,8.32,0
641.08,-0.04104012,1411.280029,-0.004469772,8.32,0
644.74,0.005676707,1401.449951,0.006965363,8.32,0
632.76,-0.018932929,1395.869995,0.003981559,8.32,0
640.04,0.011374289,1400.5,-0.003316931,8.32,0
631.26,-0.013908691,1406.52002,-0.004298479,8.32,0
625.52,-0.009176365,1415.839966,-0.006626245,8.32,0
631.5,0.009469517,1426.180054,-0.007303147,8.32,0
645.2,0.021233726,1428.969971,-0.001956217,8.32,0
635.99,-0.01448136,1430.180054,-0.000846822,8.32,0
619.73,-0.026237232,1435.310059,-0.003586964,8.32,0
619.84,0.000177465,1438.800049,-0.002431523,8.32,0
601.83,-0.029925394,1433.920044,0.003391719,8.32,0
573.3,-0.049764521,1432.52002,0.000976361,8.32,0
579.93,0.011432414,1447.170044,-0.01022675,8.3,-0.002409639
579.05,-0.001519731,1436.140015,0.007621792,8.32,0.002403846
580.38,0.002291602,1427.640015,0.005918643,8.32,0
571.2,-0.016071429,1437.469971,-0.006885458,8.32,0
574.17,0.005172684,1438.359985,-0.000619153,8.32,0
571.51,-0.004654337,1440.319946,-0.001362636,8.32,0
578.5,0.012082973,1443.939941,-0.002513327,8.32,0
565.14,-0.02364016,1451.420044,-0.005180342,8.33,0.00120048
568.06,0.005140302,1455.98999,-0.003148603,8.33,0
584.84,0.028691608,1459.47998,-0.002396988,8.32,-0.001201923
582.04,-0.004810666,1450.660034,0.006043211,8.32,0
578.85,-0.005510927,1431.25,0.01338014,8.33,0.00120048
582.88,0.006913945,1427.189941,0.002836722,8.33,0
763.51,0.236578434,1442.98999,-0.01107074,8.33,0
855.81,0.107851042,1455.609985,-0.008745726,8.33,0
897.42,0.04636625,1453.699951,0.001312188,8.34,0.001199041
750.3,-0.196081567,1448.689941,0.003446385,8.34,0
741.93,-0.011281388,1436.140015,0.008662948,8.33,-0.00120048
696.84,-0.064706389,1442.160034,-0.004191805,8.33,0
727.62,0.042302301,1470.319946,-0.019526205,8.33,0
710.59,-0.023966,1469.689941,0.000428482,8.33,0
711,0.000576653,1459.030029,0.007253171,8.34,0.001199041
700.51,-0.014974804,1469.689941,-0.007306164,8.34,0
708.67,0.011514527,1471.079956,-0.000945788,8.34,0
716.82,0.01136966,1468.160034,0.001984883,8.34,0
691.64,-0.036406223,1462.079956,0.004141291,8.34,0
689.13,-0.003642274,1453.069946,0.006162461,8.34,0
716.45,0.038132459,1463.910034,-0.007460128,8.34,0
695.93,-0.029485724,1483.069946,-0.013088176,8.34,0
702.62,0.009521505,1482.560059,0.000343805,8.34,0
698.72,-0.005581635,1483.699951,-0.000768867,8.34,0
698.94,0.000314762,1486.48999,-0.00188046,8.33,-0.00120048
689.22,-0.014102899,1502.410034,-0.010709823,8.34,0.001199041
646.85,-0.065502048,1500.130005,0.001517581,8.33,-0.00120048
646.54,-0.000479475,1500,8.66625E-05,8.34,0.001199041
638.96,-0.011863027,1518.900024,-0.012600016,8.34,0
640.65,0.002637946,1515.089966,0.002508432,8.34,0
651.81,0.017121554,1500.890015,0.009372348,8.34,0
644.47,-0.011389204,1500.949951,-3.99336E-05,8.34,0
650.14,0.008721199,1508.560059,-0.005070194,8.34,0
653.4,0.004989287,1501.329956,0.004792718,8.34,0
649.93,-0.005339037,1506.150024,-0.003210532,8.34,0
647.64,-0.003535915,1512.48999,-0.004209385,8.34,0
643.92,-0.005777115,1520.420044,-0.005243046,8.34,0
630.58,-0.021155127,1537.959961,-0.011536231,8.34,0
613.18,-0.028376659,1557.839966,-0.012926218,8.34,0
620.62,0.011988012,1571.72998,-0.008916201,8.34,0
636.02,0.024213075,1560.5,0.00714498,8.33,-0.00120048
637.76,0.002728299,1572.869995,-0.007926943,8.33,0
666.78,0.043522601,1574.439941,-0.000998141,8.33,0
666.24,-0.000810519,1566.689941,0.004922385,8.33,0
649.19,-0.026263498,1571.880005,-0.003312758,8.33,0
648.91,-0.000431493,1557.209961,0.009332801,8.33,0
656.31,0.01127516,1536.140015,0.013530575,8.33,0
652.8,-0.005376838,1545.810059,-0.006295028,8.33,0
695.45,0.061327198,1549.719971,-0.002529361,8.33,0
715.47,0.027981606,1556.119995,-0.004129794,8.33,0
690.98,-0.035442415,1570.660034,-0.009343778,8.33,0
690.3,-0.000985079,1568.170044,0.001585314,8.33,0
693.56,0.004700386,1583.859985,-0.010005255,8.33,0
709.92,0.02304485,1577.650024,0.003920776,8.33,0
703.58,-0.009011058,1574.890015,0.001749443,8.33,0
691.11,-0.018043437,1570.599976,0.002724025,8.33,0
697.72,0.009473714,1561.119995,0.006035898,8.33,0
695.42,-0.003307354,1567.849976,-0.004310995,8.33,0
695.55,0.000186902,1567.459961,0.000248758,8.33,0
715.4,0.027746715,1568.040039,-0.000370075,8.33,0
699.99,-0.0220146,1567.589966,0.000287029,8.33,0
703.44,0.004904469,1561.26001,0.004038018,8.33,0
709.8,0.00896027,1552.619995,0.005534001,8.33,0
718.08,0.011530749,1545.099976,0.004843438,8.33,0
712.53,-0.007789146,1556.650024,-0.007475276,8.33,0
717.4,0.006788403,1555.910034,0.000475373,8.33,0
735.14,0.024131458,1556.75,-0.000539855,8.33,0
744.99,0.013221654,1562.02002,-0.003385271,8.33,0
776.13,0.040122144,1557.099976,0.003149796,8.33,0
751.48,-0.032801938,1559.849976,-0.001766104,8.33,0
767.66,0.021077039,1561.51001,-0.001064227,8.33,0
769.45,0.002326337,1551.76001,0.006243956,8.33,0
757.43,-0.015869453,1550.77002,0.000637979,8.33,0
739.06,-0.024855898,1557.670044,-0.004449418,8.33,0
739.85,0.001067784,1558.189941,-0.000333766,8.33,0
729.89,-0.013645892,1558.25,-3.85441E-05,8.33,0
733.85,0.005396198,1553,0.003369164,8.33,0
727.58,-0.008617609,1558.119995,-0.003296842,8.33,0
725.62,-0.002701138,1569.319946,-0.007188118,8.33,0
722.08,-0.004902504,1582.939941,-0.008678915,8.33,0
715.73,-0.008872061,1592.670044,-0.006146855,8.33,0
723.87,0.011245113,1590.48999,0.001368805,8.32,-0.001201923
728.84,0.006819055,1598.420044,-0.004985919,8.33,0.00120048
737.89,0.012264701,1593.050049,0.003359564,8.33,0
739.53,0.002217625,1601.430054,-0.005260353,8.34,0.001199041
753.75,0.018865672,1611.310059,-0.006169489,8.34,0
753.84,0.000119389,1621.52002,-0.006336435,8.34,0
751.08,-0.003674708,1622.920044,-0.000863402,8.34,0
775.44,0.031414423,1621.469971,0.000893496,8.34,0
763.69,-0.015385824,1612.390015,0.00559983,8.34,0
763.18,-0.000668257,1616.670044,-0.002654463,8.34,0
758.13,-0.006661127,1606.160034,0.006501024,8.34,0
755.93,-0.002910322,1601.160034,0.003113015,8.34,0
757.4,0.00194085,1603.26001,-0.001311534,8.34,0
736.74,-0.028042457,1604.030029,-0.000480283,8.34,0
726.14,-0.014597736,1601.380005,0.001652104,8.34,0
731.17,0.006879385,1615.97998,-0.009117121,8.34,0
730.01,-0.001589019,1616.76001,-0.000482698,8.34,0
723.34,-0.009221113,1612.819946,0.002437012,8.34,0
728.86,0.007573471,1603.810059,0.005586418,8.34,0
708.46,-0.028794851,1596.599976,0.004495597,8.34,0
711.19,0.003838637,1602.47998,-0.003682829,8.34,0
722.43,0.015558601,1608.22998,-0.003588188,8.34,0
717.79,-0.006464286,1591.050049,0.010682509,8.34,0
724.88,0.009780929,1590.209961,0.000528009,8.34,0
719.96,-0.006833713,1601.829956,-0.007307208,8.34,0
706.29,-0.019354656,1605.52002,-0.002303655,8.34,0
708.63,0.003302146,1614.300049,-0.005468651,8.34,0
710.89,0.003179114,1611.589966,0.001678798,8.34,0
704.4,-0.009213515,1613.27002,-0.001042482,8.34,0
702.98,-0.002019972,1609.390015,0.002405056,8.34,0
701.34,-0.002338381,1611.329956,-0.001205389,8.34,0
702.4,0.001509112,1610.780029,0.000341288,8.34,0
716.83,0.020130296,1599.959961,0.006717285,8.34,0
702.79,-0.019977518,1618.599976,-0.011650301,8.33,-0.00120048
726.29,0.032356221,1607.329956,0.00696282,8.33,0
723.09,-0.004425452,1590.76001,0.010308988,8.33,0
723.57,0.000663377,1595.890015,-0.003224877,8.33,0
760.41,0.048447548,1605.52002,-0.006034254,8.33,0
731.46,-0.039578377,1605.900024,-0.000236686,8.33,0
722.37,-0.012583579,1606.550049,-0.000404773,8.33,0
722.78,0.000567254,1631.420044,-0.015480374,8.33,0
717.31,-0.007625713,1636.199951,-0.002929906,8.33,0
723.39,0.008404872,1637.880005,-0.001026802,8.33,0
721.7,-0.002341693,1633.170044,0.002875645,8.33,0
727.78,0.008354173,1644.469971,-0.006919014,8.33,0
736.15,0.011369965,1644.410034,3.64476E-05,8.33,0
729.69,-0.008853075,1645.51001,-0.000668918,8.33,0
711.61,-0.025407175,1643.050049,0.001494954,8.34,0.001199041
711.2,-0.00057649,1635.01001,0.004893362,8.34,0
708.75,-0.00345679,1644.280029,-0.005669702,8.34,0
688.7,-0.029112821,1659.530029,-0.009274576,8.34,0
688.87,0.000246781,1669.219971,-0.005838968,8.34,0
692.2,0.004810748,1666.630005,0.001551603,8.34,0
682.44,-0.014301624,1673.089966,-0.003876062,8.34,0
676.19,-0.009242964,1683.459961,-0.00619811,8.34,0
674.74,-0.002148976,1685.530029,-0.001229651,8.34,0
678.42,0.005424368,1692.280029,-0.004004675,8.34,0
663.32,-0.022764277,1699.449951,-0.004236841,8.34,0
658.37,-0.007518569,1710.430054,-0.006460975,8.34,0
659.37,0.001516599,1701.969971,0.004946173,8.34,0
645.03,-0.022231524,1707.910034,-0.00349011,8.34,0
652.57,0.011554316,1720.349976,-0.007283722,8.35,0.001197605
641.59,-0.017113733,1730.780029,-0.006062751,8.35,0
641.13,-0.000717483,1734.079956,-0.001906613,8.35,0
633.81,-0.011549202,1721.47998,0.007266087,8.35,0
634.92,0.001748252,1719.73999,0.001010752,8.35,0
637.22,0.003609428,1728.290039,-0.00497171,8.35,0
628.43,-0.013987238,1723.900024,0.002540092,8.35,0
631.84,0.005396936,1735.810059,-0.006908774,8.35,0
636.78,0.007757781,1722.98999,0.00738564,8.35,0
619.25,-0.028308438,1715.77002,0.004190373,8.35,0
629.45,0.016204623,1687.589966,0.016424144,8.35,0
613.8,-0.025496905,1694.75,-0.004242757,8.35,0
614.75,0.001545344,1687.27002,0.004413619,8.35,0
603.89,-0.017983408,1681.930054,0.003164856,8.35,0
592.14,-0.01984328,1680.680054,0.000743194,8.35,0
592.05,-0.000152014,1682.790039,-0.001255435,8.35,0
601.04,0.014957407,1683.780029,-0.000588303,8.35,0
597.43,-0.006042549,1680.939941,0.001686733,8.35,0
594.24,-0.005368201,1693.209961,-0.007299499,8.35,0
580.03,-0.024498733,1711.47998,-0.010790167,8.35,0
572.22,-0.013648597,1722.890015,-0.006666765,8.35,0
570.4,-0.003190743,1715.469971,0.004306743,8.35,0
556.82,-0.024388492,1712.209961,0.00190036,8.35,0
555.29,-0.002755317,1712.339966,-7.59282E-05,8.35,0
537.87,-0.032387008,1688.459961,0.013945832,8.35,0
542.42,0.008388334,1655.550049,0.019491082,8.35,0
558.76,0.029243325,1665.709961,-0.00613688,8.35,0
536.37,-0.041743573,1662.910034,0.001680921,8.35,0
539.16,0.005174716,1657.699951,0.003133112,8.35,0
558.62,0.034835845,1668.469971,-0.006496966,8.35,0
547.62,-0.020086922,1665.22998,0.001941894,8.35,0
545.64,-0.003628766,1670.709961,-0.003290825,8.35,0
547.11,0.002686845,1686.51001,-0.009457087,8.35,0
551.04,0.007131969,1697.51001,-0.006522345,8.35,0
547.76,-0.005988024,1693.709961,0.002238602,8.35,0
537.31,-0.019448735,1706.469971,-0.007533763,8.35,0
517.63,-0.038019435,1696.959961,0.005572914,8.35,0
523.5,0.011212989,1705.209961,-0.004861635,8.35,0
516.46,-0.013631259,1710.890015,-0.003331,8.35,0
519.6,0.00604311,1725.23999,-0.008387433,8.35,0
522.63,0.005797601,1739.77002,-0.008422034,8.35,0
521.37,-0.00241671,1740.23999,-0.000270133,8.35,0
525.57,0.007991324,1737.72998,0.001442336,8.35,0
529.14,0.006746797,1743.73999,-0.003458541,8.35,0
532.57,0.006440468,1764.089966,-0.011670304,8.35,0
537.35,0.008895506,1771.160034,-0.004007771,8.35,0
536.68,-0.001248416,1786.530029,-0.008677926,8.35,0
536.04,-0.001193941,1788.02002,-0.000834014,8.35,0
522.85,-0.025227121,1800.839966,-0.007169912,8.35,0
520.69,-0.004148342,1804.01001,-0.001760314,8.35,0
524.29,0.006866429,1802.089966,0.00106432,8.35,0
521.86,-0.004656421,1792.640015,0.005243884,8.35,0
525.41,0.006756628,1782.660034,0.005567197,8.35,0
525.77,0.00068471,1768.790039,0.007780505,8.35,0
529.58,0.00719438,1790.660034,-0.012364382,8.35,0
529.25,-0.000623524,1821.920044,-0.017457256,8.34,-0.001199041
536.98,0.014395322,1821.290039,0.000345792,8.33,-0.00120048
552.93,0.028846328,1800.670044,0.011321643,8.35,0.00239521
602.02,0.081542141,1793.109985,0.00419847,8.35,0
587.06,-0.025482915,1778.040039,0.008404362,8.35,0
559.7,-0.04888333,1774.23999,0.002137212,8.34,-0.001199041
569.33,0.016914619,1790.199951,-0.008995379,8.34,0
573.13,0.006630258,1815.380005,-0.014065498,8.34,0
568.12,-0.008818559,1819.939941,-0.002511836,8.34,0
563.88,-0.00751933,1814.050049,0.003236311,8.34,0
563.2,-0.001207386,1813.859985,0.000104773,8.34,0
562.3,-0.001600569,1764.689941,0.02710796,8.34,0
562.39,0.000160031,1800.180054,-0.020111246,8.34,0
567.87,0.009650096,1797.599976,0.001433233,8.34,0
566.55,-0.002329891,1800.709961,-0.001730076,8.34,0
569.66,0.005459397,1814.650024,-0.007741426,8.34,0
569.75,0.000157964,1808.369995,0.003460738,8.34,0
570.18,0.000754148,1843.530029,-0.019442943,8.34,0
570.24,0.000105219,1847.579956,-0.002196833,8.34,0
563.52,-0.011925043,1839.48999,0.004378682,8.34,0
562.35,-0.002080555,1832.650024,0.003718403,8.34,0
554.03,-0.015017237,1837.300049,-0.002537323,8.34,0
556.39,0.004241629,1832.189941,0.002781314,8.34,0
566.19,0.017308677,1834.939941,-0.001500936,8.34,0
557.21,-0.016116007,1821.23999,0.007466158,8.34,0
560.98,0.006720382,1828.410034,-0.003936902,8.34,0
563.19,0.003924075,1814.140015,0.007804605,8.34,0
582.53,0.033200007,1826.609985,-0.006873764,8.34,0
581.38,-0.001978052,1835.900024,-0.005085946,8.34,0
578.07,-0.00572595,1842.930054,-0.003829201,8.34,0
579.82,0.003018178,1847.050049,-0.002235568,8.34,0
583.38,0.006102369,1815.27002,0.01720583,8.34,0
586.96,0.006099223,1811.719971,0.001955659,8.34,0
584.67,-0.003916739,1788.26001,0.012949,8.34,0
590.85,0.010459507,1779.109985,0.00511672,8.35,0.001197605
593.38,0.00426371,1788.069946,-0.005036204,8.35,0
600.28,0.011494636,1810.359985,-0.012465977,8.34,-0.001199041
618.12,0.02886171,1824.689941,-0.007915528,8.35,0.001197605
613.97,-0.006759288,1816.400024,0.004543192,8.34,-0.001199041
623.76,0.015695139,1821.839966,-0.002994903,8.34,0
664.65,0.061521101,1815.140015,0.003677574,8.34,0
652.67,-0.018355371,1822.170044,-0.003872995,8.34,0
707.61,0.077641639,1822.22998,-3.28926E-05,8.34,0
738.62,0.041983699,1816.459961,0.00316646,8.34,0
681.16,-0.084356098,1815.72998,0.00040187,8.34,0
654.43,-0.040844705,1819.910034,-0.002302134,8.34,0
650.04,-0.006753431,1820.640015,-0.000401108,8.34,0
671.28,0.031641044,1822.959961,-0.001274248,8.34,0
661.16,-0.015306431,1824.890015,-0.001058747,8.34,0
661.26,0.000151226,1804.060059,0.011414362,8.34,0
656.9,-0.006637236,1794.829956,0.005116295,8.34,0
661.47,0.006908855,1790.319946,0.002512778,8.34,0
666.11,0.006965816,1778.109985,0.006819988,8.34,0
665.42,-0.001036939,1792.380005,-0.008025387,8.34,0
682.05,0.024382377,1796.290039,-0.002181476,8.34,0
683.08,0.001507876,1810.290039,-0.007793842,8.34,0
711.93,0.040523647,1833.939941,-0.013064151,8.34,0
703.08,-0.012587472,1842.939941,-0.004907467,8.34,0
661.85,-0.062295082,1850.829956,-0.004281211,8.34,0
668.62,0.010125333,1849.189941,0.000886097,8.34,0
642.67,-0.040378421,1863.119995,-0.007533057,8.34,0
639.8,-0.004485777,1874.680054,-0.006204678,8.34,0
637.96,-0.002884193,1875.469971,-0.000421361,8.34,0
646.91,0.013835,1890.51001,-0.008019344,8.34,0
650.55,0.005595266,1881.900024,0.004554319,8.34,0
636.36,-0.022298699,1882.109985,-0.000111569,8.34,0
643.65,0.011326031,1866.01001,0.008554216,8.34,0
641.09,-0.003993199,1856.719971,0.004978558,8.34,0
651.51,0.015993615,1856.050049,0.000360809,8.34,0
696.97,0.065225189,1842.349976,0.007381306,8.34,0
702.64,0.008069566,1839.810059,0.001378629,8.34,0
727.34,0.033959359,1849.27002,-0.005141814,8.34,0
764.39,0.048470022,1859.650024,-0.005613028,8.34,0
752.26,-0.016124744,1853.579956,0.003264092,8.34,0
755.77,0.00464427,1854.5,-0.000496361,8.34,0
768.68,0.016795025,1850.329956,0.002248608,8.34,0
777.27,0.011051501,1845.670044,0.002518422,8.34,0
752,-0.033603723,1842.810059,0.001549565,8.33,-0.00120048
793.56,0.052371591,1838.119995,0.002545061,8.33,0
796.91,0.004203737,1834.939941,0.001730058,8.33,0
793.59,-0.00418352,1832.400024,0.001384196,8.33,0
796.11,0.003165392,1833.23999,-0.000458397,8.33,0
793.34,-0.003491567,1834.199951,-0.000523642,8.33,0
780.65,-0.016255684,1836.77002,-0.001401193,8.33,0
801.46,0.025965114,1849.410034,-0.006881653,8.33,0
806.46,0.006199936,1853.160034,-0.002027674,8.33,0
804.25,-0.002747902,1851.75,0.000760881,8.33,0
761.12,-0.056666491,1838.26001,0.007284995,8.33,0
