Shanghai,Shanghai 2,Shanghai 2,Shanghai 2,Shanghai 2,Shanghai 2,Shanghai 2,DOW,DOW,DOW,DOW,DOW,DOW,DOW,Y
641.59,652.57,645.03,659.37,658.37,663.32,678.42,1730.780029,1720.349976,1707.910034,1701.969971,1710.430054,1699.449951,1692.280029,8.35
641.13,641.59,652.57,645.03,659.37,658.37,663.32,1734.079956,1730.780029,1720.349976,1707.910034,1701.969971,1710.430054,1699.449951,8.35
633.81,641.13,641.59,652.57,645.03,659.37,658.37,1721.47998,1734.079956,1730.780029,1720.349976,1707.910034,1701.969971,1710.430054,8.35
634.92,633.81,641.13,641.59,652.57,645.03,659.37,1719.73999,1721.47998,1734.079956,1730.780029,1720.349976,1707.910034,1701.969971,8.35
637.22,634.92,633.81,641.13,641.59,652.57,645.03,1728.290039,1719.73999,1721.47998,1734.079956,1730.780029,1720.349976,1707.910034,8.35
628.43,637.22,634.92,633.81,641.13,641.59,652.57,1723.900024,1728.290039,1719.73999,1721.47998,1734.079956,1730.780029,1720.349976,8.35
631.84,628.43,637.22,634.92,633.81,641.13,641.59,1735.810059,1723.900024,1728.290039,1719.73999,1721.47998,1734.079956,1730.780029,8.35
636.78,631.84,628.43,637.22,634.92,633.81,641.13,1722.98999,1735.810059,1723.900024,1728.290039,1719.73999,1721.47998,1734.079956,8.35
619.25,636.78,631.84,628.43,637.22,634.92,633.81,1715.77002,1722.98999,1735.810059,1723.900024,1728.290039,1719.73999,1721.47998,8.35
629.45,619.25,636.78,631.84,628.43,637.22,634.92,1687.589966,1715.77002,1722.98999,1735.810059,1723.900024,1728.290039,1719.73999,8.35
613.8,629.45,619.25,636.78,631.84,628.43,637.22,1694.75,1687.589966,1715.77002,1722.98999,1735.810059,1723.900024,1728.290039,8.35
614.75,613.8,629.45,619.25,636.78,631.84,628.43,1687.27002,1694.75,1687.589966,1715.77002,1722.98999,1735.810059,1723.900024,8.35
603.89,614.75,613.8,629.45,619.25,636.78,631.84,1681.930054,1687.27002,1694.75,1687.589966,1715.77002,1722.98999,1735.810059,8.35
592.14,603.89,614.75,613.8,629.45,619.25,636.78,1680.680054,1681.930054,1687.27002,1694.75,1687.589966,1715.77002,1722.98999,8.35
592.05,592.14,603.89,614.75,613.8,629.45,619.25,1682.790039,1680.680054,1681.930054,1687.27002,1694.75,1687.589966,1715.77002,8.35
601.04,592.05,592.14,603.89,614.75,613.8,629.45,1683.780029,1682.790039,1680.680054,1681.930054,1687.27002,1694.75,1687.589966,8.35
597.43,601.04,592.05,592.14,603.89,614.75,613.8,1680.939941,1683.780029,1682.790039,1680.680054,1681.930054,1687.27002,1694.75,8.35
594.24,597.43,601.04,592.05,592.14,603.89,614.75,1693.209961,1680.939941,1683.780029,1682.790039,1680.680054,1681.930054,1687.27002,8.35
580.03,594.24,597.43,601.04,592.05,592.14,603.89,1711.47998,1693.209961,1680.939941,1683.780029,1682.790039,1680.680054,1681.930054,8.35
572.22,580.03,594.24,597.43,601.04,592.05,592.14,1722.890015,1711.47998,1693.209961,1680.939941,1683.780029,1682.790039,1680.680054,8.35
570.4,572.22,580.03,594.24,597.43,601.04,592.05,1715.469971,1722.890015,1711.47998,1693.209961,1680.939941,1683.780029,1682.790039,8.35
556.82,570.4,572.22,580.03,594.24,597.43,601.04,1712.209961,1715.469971,1722.890015,1711.47998,1693.209961,1680.939941,1683.780029,8.35
555.29,556.82,570.4,572.22,580.03,594.24,597.43,1712.339966,1712.209961,1715.469971,1722.890015,1711.47998,1693.209961,1680.939941,8.35
537.87,555.29,556.82,570.4,572.22,580.03,594.24,1688.459961,1712.339966,1712.209961,1715.469971,1722.890015,1711.47998,1693.209961,8.35
542.42,537.87,555.29,556.82,570.4,572.22,580.03,1655.550049,1688.459961,1712.339966,1712.209961,1715.469971,1722.890015,1711.47998,8.35
558.76,542.42,537.87,555.29,556.82,570.4,572.22,1665.709961,1655.550049,1688.459961,1712.339966,1712.209961,1715.469971,1722.890015,8.35
536.37,558.76,542.42,537.87,555.29,556.82,570.4,1662.910034,1665.709961,1655.550049,1688.459961,1712.339966,1712.209961,1715.469971,8.35
539.16,536.37,558.76,542.42,537.87,555.29,556.82,1657.699951,1662.910034,1665.709961,1655.550049,1688.459961,1712.339966,1712.209961,8.35
558.62,539.16,536.37,558.76,542.42,537.87,555.29,1668.469971,1657.699951,1662.910034,1665.709961,1655.550049,1688.459961,1712.339966,8.35
547.62,558.62,539.16,536.37,558.76,542.42,537.87,1665.22998,1668.469971,1657.699951,1662.910034,1665.709961,1655.550049,1688.459961,8.35
545.64,547.62,558.62,539.16,536.37,558.76,542.42,1670.709961,1665.22998,1668.469971,1657.699951,1662.910034,1665.709961,1655.550049,8.35
547.11,545.64,547.62,558.62,539.16,536.37,558.76,1686.51001,1670.709961,1665.22998,1668.469971,1657.699951,1662.910034,1665.709961,8.35
551.04,547.11,545.64,547.62,558.62,539.16,536.37,1697.51001,1686.51001,1670.709961,1665.22998,1668.469971,1657.699951,1662.910034,8.35
547.76,551.04,547.11,545.64,547.62,558.62,539.16,1693.709961,1697.51001,1686.51001,1670.709961,1665.22998,1668.469971,1657.699951,8.35
537.31,547.76,551.04,547.11,545.64,547.62,558.62,1706.469971,1693.709961,1697.51001,1686.51001,1670.709961,1665.22998,1668.469971,8.35
517.63,537.31,547.76,551.04,547.11,545.64,547.62,1696.959961,1706.469971,1693.709961,1697.51001,1686.51001,1670.709961,1665.22998,8.35
523.5,517.63,537.31,547.76,551.04,547.11,545.64,1705.209961,1696.959961,1706.469971,1693.709961,1697.51001,1686.51001,1670.709961,8.35
516.46,523.5,517.63,537.31,547.76,551.04,547.11,1710.890015,1705.209961,1696.959961,1706.469971,1693.709961,1697.51001,1686.51001,8.35
519.6,516.46,523.5,517.63,537.31,547.76,551.04,1725.23999,1710.890015,1705.209961,1696.959961,1706.469971,1693.709961,1697.51001,8.35
522.63,519.6,516.46,523.5,517.63,537.31,547.76,1739.77002,1725.23999,1710.890015,1705.209961,1696.959961,1706.469971,1693.709961,8.35
521.37,522.63,519.6,516.46,523.5,517.63,537.31,1740.23999,1739.77002,1725.23999,1710.890015,1705.209961,1696.959961,1706.469971,8.35
525.57,521.37,522.63,519.6,516.46,523.5,517.63,1737.72998,1740.23999,1739.77002,1725.23999,1710.890015,1705.209961,1696.959961,8.35
529.14,525.57,521.37,522.63,519.6,516.46,523.5,1743.73999,1737.72998,1740.23999,1739.77002,1725.23999,1710.890015,1705.209961,8.35
532.57,529.14,525.57,521.37,522.63,519.6,516.46,1764.089966,1743.73999,1737.72998,1740.23999,1739.77002,1725.23999,1710.890015,8.35
537.35,532.57,529.14,525.57,521.37,522.63,519.6,1771.160034,1764.089966,1743.73999,1737.72998,1740.23999,1739.77002,1725.23999,8.35
536.68,537.35,532.57,529.14,525.57,521.37,522.63,1786.530029,1771.160034,1764.089966,1743.73999,1737.72998,1740.23999,1739.77002,8.35
536.04,536.68,537.35,532.57,529.14,525.57,521.37,1788.02002,1786.530029,1771.160034,1764.089966,1743.73999,1737.72998,1740.23999,8.35
522.85,536.04,536.68,537.35,532.57,529.14,525.57,1800.839966,1788.02002,1786.530029,1771.160034,1764.089966,1743.73999,1737.72998,8.35
520.69,522.85,536.04,536.68,537.35,532.57,529.14,1804.01001,1800.839966,1788.02002,1786.530029,1771.160034,1764.089966,1743.73999,8.35
524.29,520.69,522.85,536.04,536.68,537.35,532.57,1802.089966,1804.01001,1800.839966,1788.02002,1786.530029,1771.160034,1764.089966,8.35
521.86,524.29,520.69,522.85,536.04,536.68,537.35,1792.640015,1802.089966,1804.01001,1800.839966,1788.02002,1786.530029,1771.160034,8.35
525.41,521.86,524.29,520.69,522.85,536.04,536.68,1782.660034,1792.640015,1802.089966,1804.01001,1800.839966,1788.02002,1786.530029,8.35
525.77,525.41,521.86,524.29,520.69,522.85,536.04,1768.790039,1782.660034,1792.640015,1802.089966,1804.01001,1800.839966,1788.02002,8.35
529.58,525.77,525.41,521.86,524.29,520.69,522.85,1790.660034,1768.790039,1782.660034,1792.640015,1802.089966,1804.01001,1800.839966,8.34
529.25,529.58,525.77,525.41,521.86,524.29,520.69,1821.920044,1790.660034,1768.790039,1782.660034,1792.640015,1802.089966,1804.01001,8.33
536.98,529.25,529.58,525.77,525.41,521.86,524.29,1821.290039,1821.920044,1790.660034,1768.790039,1782.660034,1792.640015,1802.089966,8.35
552.93,536.98,529.25,529.58,525.77,525.41,521.86,1800.670044,1821.290039,1821.920044,1790.660034,1768.790039,1782.660034,1792.640015,8.35
602.02,552.93,536.98,529.25,529.58,525.77,525.41,1793.109985,1800.670044,1821.290039,1821.920044,1790.660034,1768.790039,1782.660034,8.35
587.06,602.02,552.93,536.98,529.25,529.58,525.77,1778.040039,1793.109985,1800.670044,1821.290039,1821.920044,1790.660034,1768.790039,8.34
559.7,587.06,602.02,552.93,536.98,529.25,529.58,1774.23999,1778.040039,1793.109985,1800.670044,1821.290039,1821.920044,1790.660034,8.34
569.33,559.7,587.06,602.02,552.93,536.98,529.25,1790.199951,1774.23999,1778.040039,1793.109985,1800.670044,1821.290039,1821.920044,8.34
573.13,569.33,559.7,587.06,602.02,552.93,536.98,1815.380005,1790.199951,1774.23999,1778.040039,1793.109985,1800.670044,1821.290039,8.34
568.12,573.13,569.33,559.7,587.06,602.02,552.93,1819.939941,1815.380005,1790.199951,1774.23999,1778.040039,1793.109985,1800.670044,8.34
563.88,568.12,573.13,569.33,559.7,587.06,602.02,1814.050049,1819.939941,1815.380005,1790.199951,1774.23999,1778.040039,1793.109985,8.34
563.2,563.88,568.12,573.13,569.33,559.7,587.06,1813.859985,1814.050049,1819.939941,1815.380005,1790.199951,1774.23999,1778.040039,8.34
562.3,563.2,563.88,568.12,573.13,569.33,559.7,1764.689941,1813.859985,1814.050049,1819.939941,1815.380005,1790.199951,1774.23999,8.34
562.39,562.3,563.2,563.88,568.12,573.13,569.33,1800.180054,1764.689941,1813.859985,1814.050049,1819.939941,1815.380005,1790.199951,8.34
567.87,562.39,562.3,563.2,563.88,568.12,573.13,1797.599976,1800.180054,1764.689941,1813.859985,1814.050049,1819.939941,1815.380005,8.34
566.55,567.87,562.39,562.3,563.2,563.88,568.12,1800.709961,1797.599976,1800.180054,1764.689941,1813.859985,1814.050049,1819.939941,8.34
569.66,566.55,567.87,562.39,562.3,563.2,563.88,1814.650024,1800.709961,1797.599976,1800.180054,1764.689941,1813.859985,1814.050049,8.34
569.75,569.66,566.55,567.87,562.39,562.3,563.2,1808.369995,1814.650024,1800.709961,1797.599976,1800.180054,1764.689941,1813.859985,8.34
570.18,569.75,569.66,566.55,567.87,562.39,562.3,1843.530029,1808.369995,1814.650024,1800.709961,1797.599976,1800.180054,1764.689941,8.34
570.24,570.18,569.75,569.66,566.55,567.87,562.39,1847.579956,1843.530029,1808.369995,1814.650024,1800.709961,1797.599976,1800.180054,8.34
563.52,570.24,570.18,569.75,569.66,566.55,567.87,1839.48999,1847.579956,1843.530029,1808.369995,1814.650024,1800.709961,1797.599976,8.34
562.35,563.52,570.24,570.18,569.75,569.66,566.55,1832.650024,1839.48999,1847.579956,1843.530029,1808.369995,1814.650024,1800.709961,8.34
554.03,562.35,563.52,570.24,570.18,569.75,569.66,1837.300049,1832.650024,1839.48999,1847.579956,1843.530029,1808.369995,1814.650024,8.34
556.39,554.03,562.35,563.52,570.24,570.18,569.75,1832.189941,1837.300049,1832.650024,1839.48999,1847.579956,1843.530029,1808.369995,8.34
566.19,556.39,554.03,562.35,563.52,570.24,570.18,1834.939941,1832.189941,1837.300049,1832.650024,1839.48999,1847.579956,1843.530029,8.34
557.21,566.19,556.39,554.03,562.35,563.52,570.24,1821.23999,1834.939941,1832.189941,1837.300049,1832.650024,1839.48999,1847.579956,8.34
560.98,557.21,566.19,556.39,554.03,562.35,563.52,1828.410034,1821.23999,1834.939941,1832.189941,1837.300049,1832.650024,1839.48999,8.34
563.19,560.98,557.21,566.19,556.39,554.03,562.35,1814.140015,1828.410034,1821.23999,1834.939941,1832.189941,1837.300049,1832.650024,8.34
582.53,563.19,560.98,557.21,566.19,556.39,554.03,1826.609985,1814.140015,1828.410034,1821.23999,1834.939941,1832.189941,1837.300049,8.34
581.38,582.53,563.19,560.98,557.21,566.19,556.39,1835.900024,1826.609985,1814.140015,1828.410034,1821.23999,1834.939941,1832.189941,8.34
578.07,581.38,582.53,563.19,560.98,557.21,566.19,1842.930054,1835.900024,1826.609985,1814.140015,1828.410034,1821.23999,1834.939941,8.34
579.82,578.07,581.38,582.53,563.19,560.98,557.21,1847.050049,1842.930054,1835.900024,1826.609985,1814.140015,1828.410034,1821.23999,8.34
583.38,579.82,578.07,581.38,582.53,563.19,560.98,1815.27002,1847.050049,1842.930054,1835.900024,1826.609985,1814.140015,1828.410034,8.34
586.96,583.38,579.82,578.07,581.38,582.53,563.19,1811.719971,1815.27002,1847.050049,1842.930054,1835.900024,1826.609985,1814.140015,8.34
584.67,586.96,583.38,579.82,578.07,581.38,582.53,1788.26001,1811.719971,1815.27002,1847.050049,1842.930054,1835.900024,1826.609985,8.35
590.85,584.67,586.96,583.38,579.82,578.07,581.38,1779.109985,1788.26001,1811.719971,1815.27002,1847.050049,1842.930054,1835.900024,8.35
593.38,590.85,584.67,586.96,583.38,579.82,578.07,1788.069946,1779.109985,1788.26001,1811.719971,1815.27002,1847.050049,1842.930054,8.34
600.28,593.38,590.85,584.67,586.96,583.38,579.82,1810.359985,1788.069946,1779.109985,1788.26001,1811.719971,1815.27002,1847.050049,8.35
618.12,600.28,593.38,590.85,584.67,586.96,583.38,1824.689941,1810.359985,1788.069946,1779.109985,1788.26001,1811.719971,1815.27002,8.34
613.97,618.12,600.28,593.38,590.85,584.67,586.96,1816.400024,1824.689941,1810.359985,1788.069946,1779.109985,1788.26001,1811.719971,8.34
623.76,613.97,618.12,600.28,593.38,590.85,584.67,1821.839966,1816.400024,1824.689941,1810.359985,1788.069946,1779.109985,1788.26001,8.34
664.65,623.76,613.97,618.12,600.28,593.38,590.85,1815.140015,1821.839966,1816.400024,1824.689941,1810.359985,1788.069946,1779.109985,8.34
652.67,664.65,623.76,613.97,618.12,600.28,593.38,1822.170044,1815.140015,1821.839966,1816.400024,1824.689941,1810.359985,1788.069946,8.34
707.61,652.67,664.65,623.76,613.97,618.12,600.28,1822.22998,1822.170044,1815.140015,1821.839966,1816.400024,1824.689941,1810.359985,8.34
738.62,707.61,652.67,664.65,623.76,613.97,618.12,1816.459961,1822.22998,1822.170044,1815.140015,1821.839966,1816.400024,1824.689941,8.34
681.16,738.62,707.61,652.67,664.65,623.76,613.97,1815.72998,1816.459961,1822.22998,1822.170044,1815.140015,1821.839966,1816.400024,8.34
654.43,681.16,738.62,707.61,652.67,664.65,623.76,1819.910034,1815.72998,1816.459961,1822.22998,1822.170044,1815.140015,1821.839966,8.34
650.04,654.43,681.16,738.62,707.61,652.67,664.65,1820.640015,1819.910034,1815.72998,1816.459961,1822.22998,1822.170044,1815.140015,8.34
671.28,650.04,654.43,681.16,738.62,707.61,652.67,1822.959961,1820.640015,1819.910034,1815.72998,1816.459961,1822.22998,1822.170044,8.34
661.16,671.28,650.04,654.43,681.16,738.62,707.61,1824.890015,1822.959961,1820.640015,1819.910034,1815.72998,1816.459961,1822.22998,8.34
661.26,661.16,671.28,650.04,654.43,681.16,738.62,1804.060059,1824.890015,1822.959961,1820.640015,1819.910034,1815.72998,1816.459961,8.34
656.9,661.26,661.16,671.28,650.04,654.43,681.16,1794.829956,1804.060059,1824.890015,1822.959961,1820.640015,1819.910034,1815.72998,8.34
661.47,656.9,661.26,661.16,671.28,650.04,654.43,1790.319946,1794.829956,1804.060059,1824.890015,1822.959961,1820.640015,1819.910034,8.34
666.11,661.47,656.9,661.26,661.16,671.28,650.04,1778.109985,1790.319946,1794.829956,1804.060059,1824.890015,1822.959961,1820.640015,8.34
665.42,666.11,661.47,656.9,661.26,661.16,671.28,1792.380005,1778.109985,1790.319946,1794.829956,1804.060059,1824.890015,1822.959961,8.34
682.05,665.42,666.11,661.47,656.9,661.26,661.16,1796.290039,1792.380005,1778.109985,1790.319946,1794.829956,1804.060059,1824.890015,8.34
683.08,682.05,665.42,666.11,661.47,656.9,661.26,1810.290039,1796.290039,1792.380005,1778.109985,1790.319946,1794.829956,1804.060059,8.34
711.93,683.08,682.05,665.42,666.11,661.47,656.9,1833.939941,1810.290039,1796.290039,1792.380005,1778.109985,1790.319946,1794.829956,8.34
703.08,711.93,683.08,682.05,665.42,666.11,661.47,1842.939941,1833.939941,1810.290039,1796.290039,1792.380005,1778.109985,1790.319946,8.34
661.85,703.08,711.93,683.08,682.05,665.42,666.11,1850.829956,1842.939941,1833.939941,1810.290039,1796.290039,1792.380005,1778.109985,8.34
668.62,661.85,703.08,711.93,683.08,682.05,665.42,1849.189941,1850.829956,1842.939941,1833.939941,1810.290039,1796.290039,1792.380005,8.34
642.67,668.62,661.85,703.08,711.93,683.08,682.05,1863.119995,1849.189941,1850.829956,1842.939941,1833.939941,1810.290039,1796.290039,8.34
639.8,642.67,668.62,661.85,703.08,711.93,683.08,1874.680054,1863.119995,1849.189941,1850.829956,1842.939941,1833.939941,1810.290039,8.34
637.96,639.8,642.67,668.62,661.85,703.08,711.93,1875.469971,1874.680054,1863.119995,1849.189941,1850.829956,1842.939941,1833.939941,8.34
646.91,637.96,639.8,642.67,668.62,661.85,703.08,1890.51001,1875.469971,1874.680054,1863.119995,1849.189941,1850.829956,1842.939941,8.34
650.55,646.91,637.96,639.8,642.67,668.62,661.85,1881.900024,1890.51001,1875.469971,1874.680054,1863.119995,1849.189941,1850.829956,8.34
636.36,650.55,646.91,637.96,639.8,642.67,668.62,1882.109985,1881.900024,1890.51001,1875.469971,1874.680054,1863.119995,1849.189941,8.34
643.65,636.36,650.55,646.91,637.96,639.8,642.67,1866.01001,1882.109985,1881.900024,1890.51001,1875.469971,1874.680054,1863.119995,8.34
641.09,643.65,636.36,650.55,646.91,637.96,639.8,1856.719971,1866.01001,1882.109985,1881.900024,1890.51001,1875.469971,1874.680054,8.34
651.51,641.09,643.65,636.36,650.55,646.91,637.96,1856.050049,1856.719971,1866.01001,1882.109985,1881.900024,1890.51001,1875.469971,8.34
696.97,651.51,641.09,643.65,636.36,650.55,646.91,1842.349976,1856.050049,1856.719971,1866.01001,1882.109985,1881.900024,1890.51001,8.34
702.64,696.97,651.51,641.09,643.65,636.36,650.55,1839.810059,1842.349976,1856.050049,1856.719971,1866.01001,1882.109985,1881.900024,8.34
727.34,702.64,696.97,651.51,641.09,643.65,636.36,1849.27002,1839.810059,1842.349976,1856.050049,1856.719971,1866.01001,1882.109985,8.34
764.39,727.34,702.64,696.97,651.51,641.09,643.65,1859.650024,1849.27002,1839.810059,1842.349976,1856.050049,1856.719971,1866.01001,8.34
752.26,764.39,727.34,702.64,696.97,651.51,641.09,1853.579956,1859.650024,1849.27002,1839.810059,1842.349976,1856.050049,1856.719971,8.34
755.77,752.26,764.39,727.34,702.64,696.97,651.51,1854.5,1853.579956,1859.650024,1849.27002,1839.810059,1842.349976,1856.050049,8.34
768.68,755.77,752.26,764.39,727.34,702.64,696.97,1850.329956,1854.5,1853.579956,1859.650024,1849.27002,1839.810059,1842.349976,8.34
777.27,768.68,755.77,752.26,764.39,727.34,702.64,1845.670044,1850.329956,1854.5,1853.579956,1859.650024,1849.27002,1839.810059,8.33
752,777.27,768.68,755.77,752.26,764.39,727.34,1842.810059,1845.670044,1850.329956,1854.5,1853.579956,1859.650024,1849.27002,8.33
793.56,752,777.27,768.68,755.77,752.26,764.39,1838.119995,1842.810059,1845.670044,1850.329956,1854.5,1853.579956,1859.650024,8.33
796.91,793.56,752,777.27,768.68,755.77,752.26,1834.939941,1838.119995,1842.810059,1845.670044,1850.329956,1854.5,1853.579956,8.33
793.59,796.91,793.56,752,777.27,768.68,755.77,1832.400024,1834.939941,1838.119995,1842.810059,1845.670044,1850.329956,1854.5,8.33
796.11,793.59,796.91,793.56,752,777.27,768.68,1833.23999,1832.400024,1834.939941,1838.119995,1842.810059,1845.670044,1850.329956,8.33
793.34,796.11,793.59,796.91,793.56,752,777.27,1834.199951,1833.23999,1832.400024,1834.939941,1838.119995,1842.810059,1845.670044,8.33
780.65,793.34,796.11,793.59,796.91,793.56,752,1836.77002,1834.199951,1833.23999,1832.400024,1834.939941,1838.119995,1842.810059,8.33
801.46,780.65,793.34,796.11,793.59,796.91,793.56,1849.410034,1836.77002,1834.199951,1833.23999,1832.400024,1834.939941,1838.119995,8.33
806.46,801.46,780.65,793.34,796.11,793.59,796.91,1853.160034,1849.410034,1836.77002,1834.199951,1833.23999,1832.400024,1834.939941,8.33
804.25,806.46,801.46,780.65,793.34,796.11,793.59,1851.75,1853.160034,1849.410034,1836.77002,1834.199951,1833.23999,1832.400024,8.33
761.12,804.25,806.46,801.46,780.65,793.34,796.11,1838.26001,1851.75,1853.160034,1849.410034,1836.77002,1834.199951,1833.23999,8.33
759.71,761.12,804.25,806.46,801.46,780.65,793.34,1843.089966,1838.26001,1851.75,1853.160034,1849.410034,1836.77002,1834.199951,8.33
786.13,759.71,761.12,804.25,806.46,801.46,780.65,1843.550049,1843.089966,1838.26001,1851.75,1853.160034,1849.410034,1836.77002,8.33
785.43,786.13,759.71,761.12,804.25,806.46,801.46,1866.650024,1843.550049,1843.089966,1838.26001,1851.75,1853.160034,1849.410034,8.33
785.38,785.43,786.13,759.71,761.12,804.25,806.46,1861.560059,1866.650024,1843.550049,1843.089966,1838.26001,1851.75,1853.160034,8.33
807.34,785.38,785.43,786.13,759.71,761.12,804.25,1856.119995,1861.560059,1866.650024,1843.550049,1843.089966,1838.26001,1851.75,8.33
817.61,807.34,785.38,785.43,786.13,759.71,761.12,1814.810059,1856.119995,1861.560059,1866.650024,1843.550049,1843.089966,1838.26001,8.33
820.05,817.61,807.34,785.38,785.43,786.13,759.71,1801.219971,1814.810059,1856.119995,1861.560059,1866.650024,1843.550049,1843.089966,8.33
792.07,820.05,817.61,807.34,785.38,785.43,786.13,1811.920044,1801.219971,1814.810059,1856.119995,1861.560059,1866.650024,1843.550049,8.33
796.41,792.07,820.05,817.61,807.34,785.38,785.43,1811.420044,1811.920044,1801.219971,1814.810059,1856.119995,1861.560059,1866.650024,8.33
789.16,796.41,792.07,820.05,817.61,807.34,785.38,1786.420044,1811.420044,1811.920044,1801.219971,1814.810059,1856.119995,1861.560059,8.33
823.08,789.16,796.41,792.07,820.05,817.61,807.34,1788.400024,1786.420044,1811.420044,1811.920044,1801.219971,1814.810059,1856.119995,8.33
808.99,823.08,789.16,796.41,792.07,820.05,817.61,1739.040039,1788.400024,1786.420044,1811.420044,1811.920044,1801.219971,1814.810059,8.33
818.04,808.99,823.08,789.16,796.41,792.07,820.05,1730.339966,1739.040039,1788.400024,1786.420044,1811.420044,1811.920044,1801.219971,8.33
856.93,818.04,808.99,823.08,789.16,796.41,792.07,1742.780029,1730.339966,1739.040039,1788.400024,1786.420044,1811.420044,1811.920044,8.33
884.94,856.93,818.04,808.99,823.08,789.16,796.41,1763,1742.780029,1730.339966,1739.040039,1788.400024,1786.420044,1811.420044,8.33
871.47,884.94,856.93,818.04,808.99,823.08,789.16,1750.699951,1763,1742.780029,1730.339966,1739.040039,1788.400024,1786.420044,8.33
887.6,871.47,884.94,856.93,818.04,808.99,823.08,1733.23999,1750.699951,1763,1742.780029,1730.339966,1739.040039,1788.400024,8.33
868.16,887.6,871.47,884.94,856.93,818.04,808.99,1724.900024,1733.23999,1750.699951,1763,1742.780029,1730.339966,1739.040039,8.33
845.12,868.16,887.6,871.47,884.94,856.93,818.04,1720.660034,1724.900024,1733.23999,1750.699951,1763,1742.780029,1730.339966,8.33
855.42,845.12,868.16,887.6,871.47,884.94,856.93,1732.920044,1720.660034,1724.900024,1733.23999,1750.699951,1763,1742.780029,8.33
836.93,855.42,845.12,868.16,887.6,871.47,884.94,1746.319946,1732.920044,1720.660034,1724.900024,1733.23999,1750.699951,1763,8.33
822.48,836.93,855.42,845.12,868.16,887.6,871.47,1733.380005,1746.319946,1732.920044,1720.660034,1724.900024,1733.23999,1750.699951,8.33
835.11,822.48,836.93,855.42,845.12,868.16,887.6,1746.459961,1733.380005,1746.319946,1732.920044,1720.660034,1724.900024,1733.23999,8.33
838.88,835.11,822.48,836.93,855.42,845.12,868.16,1761.160034,1746.459961,1733.380005,1746.319946,1732.920044,1720.660034,1724.900024,8.33
853.19,838.88,835.11,822.48,836.93,855.42,845.12,1779.390015,1761.160034,1746.459961,1733.380005,1746.319946,1732.920044,1720.660034,8.33
862.22,853.19,838.88,835.11,822.48,836.93,855.42,1807.589966,1779.390015,1761.160034,1746.459961,1733.380005,1746.319946,1732.920044,8.33
867.27,862.22,853.19,838.88,835.11,822.48,836.93,1811.47998,1807.589966,1779.390015,1761.160034,1746.459961,1733.380005,1746.319946,8.33
876,867.27,862.22,853.19,838.88,835.11,822.48,1810.839966,1811.47998,1807.589966,1779.390015,1761.160034,1746.459961,1733.380005,8.33
871.6,876,867.27,862.22,853.19,838.88,835.11,1817.349976,1810.839966,1811.47998,1807.589966,1779.390015,1761.160034,1746.459961,8.33
886.05,871.6,876,867.27,862.22,853.19,838.88,1821.02002,1817.349976,1810.839966,1811.47998,1807.589966,1779.390015,1761.160034,8.33
874.8,886.05,871.6,876,867.27,862.22,853.19,1812.430054,1821.02002,1817.349976,1810.839966,1811.47998,1807.589966,1779.390015,8.33
871.64,874.8,886.05,871.6,876,867.27,862.22,1819.329956,1812.430054,1821.02002,1817.349976,1810.839966,1811.47998,1807.589966,8.33
865.83,871.64,874.8,886.05,871.6,876,867.27,1804.839966,1819.329956,1812.430054,1821.02002,1817.349976,1810.839966,1811.47998,8.33
853.87,865.83,871.64,874.8,886.05,871.6,876,1808.579956,1804.839966,1819.329956,1812.430054,1821.02002,1817.349976,1810.839966,8.33
835.62,853.87,865.83,871.64,874.8,886.05,871.6,1806.640015,1808.579956,1804.839966,1819.329956,1812.430054,1821.02002,1817.349976,8.33
822.44,835.62,853.87,865.83,871.64,874.8,886.05,1813.949951,1806.640015,1808.579956,1804.839966,1819.329956,1812.430054,1821.02002,8.33
833.61,822.44,835.62,853.87,865.83,871.64,874.8,1819.219971,1813.949951,1806.640015,1808.579956,1804.839966,1819.329956,1812.430054,8.33
818.2,833.61,822.44,835.62,853.87,865.83,871.64,1824.410034,1819.219971,1813.949951,1806.640015,1808.579956,1804.839966,1819.329956,8.33
803.69,818.2,833.61,822.44,835.62,853.87,865.83,1820.810059,1824.410034,1819.219971,1813.949951,1806.640015,1808.579956,1804.839966,8.33
773.07,803.69,818.2,833.61,822.44,835.62,853.87,1828.650024,1820.810059,1824.410034,1819.219971,1813.949951,1806.640015,1808.579956,8.33
787.47,773.07,803.69,818.2,833.61,822.44,835.62,1823.709961,1828.650024,1820.810059,1824.410034,1819.219971,1813.949951,1806.640015,8.33
796.84,787.47,773.07,803.69,818.2,833.61,822.44,1817.949951,1823.709961,1828.650024,1820.810059,1824.410034,1819.219971,1813.949951,8.33
788.73,796.84,787.47,773.07,803.69,818.2,833.61,1825.469971,1817.949951,1823.709961,1828.650024,1820.810059,1824.410034,1819.219971,8.33
809.94,788.73,796.84,787.47,773.07,803.69,818.2,1825.76001,1825.469971,1817.949951,1823.709961,1828.650024,1820.810059,1824.410034,8.33
804.78,809.94,788.73,796.84,787.47,773.07,803.69,1807.380005,1825.76001,1825.469971,1817.949951,1823.709961,1828.650024,1820.810059,8.33
800.22,804.78,809.94,788.73,796.84,787.47,773.07,1796.280029,1807.380005,1825.76001,1825.469971,1817.949951,1823.709961,1828.650024,8.33
